dateTime,hitName,rotation,distance,frame,%replayed,toUse
22-07-07_23-49-06,B017 (3),11,7,10531,6,0
22-07-07_23-49-07,B017 (3),11,7,10539,6,0
22-07-07_23-49-07,B017 (3),3,6,10544,6,0
22-07-07_23-49-07,B017 (3),2,6,10549,6,0
22-07-07_23-49-08,B017 (3),2,6,10556,6,0
22-07-07_23-49-08,B017 (3),4,6,10561,6,0
22-07-07_23-49-08,B017 (3),4,6,10566,6,0
22-07-07_23-49-09,B017 (3),4,6,10571,6,0
22-07-07_23-49-09,B017 (3),1,6,10576,6,0
22-07-07_23-49-09,B017 (3),2,6,10582,6,0
22-07-07_23-49-09,B017 (3),2,6,10587,6,0
22-07-07_23-49-10,B017 (3),2,6,10592,6,0
22-07-07_23-49-10,B017 (3),2,6,10597,6,0
22-07-07_23-49-10,B017 (3),2,6,10602,6,0
22-07-07_23-49-11,B017 (3),2,6,10607,6,0
22-07-07_23-49-11,B017 (3),3,6,10612,6,0
22-07-07_23-49-11,B017 (3),13,6,10621,6,0
22-07-07_23-49-11,B017 (3),25,6,10626,6,0
22-07-07_23-49-12,B017 (3),25,6,10631,6,0
22-07-07_23-49-12,B017 (3),25,6,10636,6,0
22-07-07_23-49-12,B017 (3),25,6,10641,6,0
22-07-07_23-49-13,B001,25,6,10649,6,0
22-07-07_23-49-13,B001,42,6,10676,6,0
22-07-07_23-49-14,B001,45,7,10681,6,0
22-07-07_23-49-14,B001,44,6,10686,6,0
22-07-07_23-49-14,B001,45,6,10691,6,0
22-07-07_23-49-15,B001,44,6,10700,6,0
22-07-07_23-49-15,B001,48,7,10705,6,0
22-07-07_23-49-15,B001,49,7,10710,6,0
22-07-07_23-49-16,B001,49,7,10715,6,0
22-07-07_23-49-16,B001,49,7,10723,6,0
22-07-07_23-49-16,B001,48,6,10728,6,0
22-07-07_23-49-17,B001,47,6,10772,6,0
22-07-07_23-49-18,B001,68,10,10777,6,0
22-07-07_23-49-18,B030,68,10,10789,6,0
22-07-07_23-49-19,B030,75,17,10794,6,0
22-07-07_23-49-19,B030,75,17,10799,6,0
22-07-07_23-49-21,Combined_2 (2),75,16,10898,6,0
22-07-07_23-49-22,Combined_2 (2),75,16,10903,6,0
22-07-07_23-49-22,B030,75,16,10927,6,0
22-07-07_23-49-23,B030,77,16,10932,6,0
22-07-07_23-49-23,B030,78,16,10937,6,0
22-07-07_23-49-24,B027,78,16,10952,6,0
